ID_Cliente,Abandono,Genero,Adulto_Mayor,Socio,Dependientes,Meses_Permanencia,Servicio_Telefonico,Lineas_Multiples,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales,Cuentas_Diarias,Cargos_Totales,Total_Servicios
0678-RLHVP,0.0,Femenino,0,0,0,53,1,Yes,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Bienal,0,Cheque Electrónico,105.55,3.518333333333333,5682.25,0.0
0679-IDSTG,1.0,Femenino,1,1,1,1,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,69.25,2.308333333333333,69.25,0.0
0679-TDGAK,0.0,Masculino,0,1,1,50,1,No,DSL,Yes,No,No,Yes,Yes,Yes,Anual,0,Cheque Electrónico,75.5,2.5166666666666666,4025.6,0.0
0680-DFNNY,1.0,Masculino,0,1,0,15,1,Yes,Fibra Óptica,No,No,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,101.1,3.3699999999999997,1504.05,0.0
0682-USIXD,0.0,Femenino,0,1,0,21,1,No,Fibra Óptica,No,No,No,Yes,Yes,No,Mensual,1,Cheque Electrónico,86.05,2.868333333333333,1818.9,0.0
0684-AOSIH,1.0,Masculino,0,1,0,1,1,No,Fibra Óptica,Yes,No,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,95.0,3.1666666666666665,95.0,0.0
0685-MLYYM,1.0,Femenino,1,0,0,2,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,0,Cheque Electrónico,70.75,2.3583333333333334,154.85,0.0
0687-ZVTHB,1.0,Masculino,0,1,1,65,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Anual,0,Tarjeta de Crédito,72.45,2.415,4653.85,0.0
0689-DSXGL,0.0,Femenino,0,1,1,52,1,No,Fibra Óptica,No,Yes,Yes,Yes,No,No,Mensual,0,Transferencia Bancaria,85.8,2.86,4433.3,0.0
0689-NKYLF,1.0,Masculino,0,0,0,13,1,No,Fibra Óptica,No,No,Yes,No,Yes,No,Mensual,1,Cheque Electrónico,83.2,2.7733333333333334,1060.6,0.0
0690-SRQID,0.0,Masculino,0,0,0,4,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,1,Cheque por Correo,19.65,0.6549999999999999,67.55,0.0
0691-IFBQW,1.0,Femenino,1,0,0,46,1,Yes,Fibra Óptica,Yes,Yes,Yes,No,Yes,Yes,Anual,1,Cheque Electrónico,110.0,3.6666666666666665,4874.8,0.0
0691-JVSYA,1.0,Femenino,0,1,0,53,1,No,Fibra Óptica,No,No,Yes,No,Yes,Yes,Anual,1,Transferencia Bancaria,94.85,3.1616666666666666,5000.2,0.0
0691-NIKRI,0.0,Femenino,0,0,0,40,1,Yes,Fibra Óptica,No,No,Yes,Yes,Yes,Yes,Anual,1,Tarjeta de Crédito,105.95,3.5316666666666667,4335.2,0.0
0696-UKTOX,0.0,Masculino,0,0,1,23,1,No,DSL,No,Yes,No,Yes,No,No,Mensual,0,Cheque Electrónico,54.15,1.805,1312.45,0.0
0697-ZMSWS,1.0,Masculino,0,0,0,4,1,Yes,Fibra Óptica,No,No,No,No,No,Yes,Mensual,1,Cheque Electrónico,85.65,2.855,338.9,0.0
0699-NDKJM,0.0,Femenino,0,1,0,57,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Mensual,1,Transferencia Bancaria,58.75,1.9583333333333333,3437.45,0.0
0699-XSLUE,,Masculino,0,1,1,71,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Anual,0,Cheque Electrónico,85.45,2.8483333333333336,6300.85,0.0
0701-RFGFI,0.0,Femenino,0,1,1,49,1,Yes,Fibra Óptica,No,No,No,No,Yes,Yes,Mensual,1,Transferencia Bancaria,95.4,3.18,4613.95,0.0
0701-TJSEF,0.0,Masculino,0,0,0,9,1,No,DSL,Yes,No,Yes,Yes,No,Yes,Mensual,1,Transferencia Bancaria,68.25,2.275,576.95,0.0
0702-PGIBZ,1.0,Masculino,0,0,1,4,1,Yes,Fibra Óptica,No,Yes,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,101.7,3.39,364.55,0.0
0704-VCUMB,0.0,Femenino,0,1,0,61,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,20.25,0.675,1278.8,0.0
0707-HOVVN,0.0,Femenino,1,0,0,70,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Bienal,1,Transferencia Bancaria,75.5,2.5166666666666666,5212.65,0.0
0708-LGSMF,0.0,Masculino,0,1,0,13,1,Yes,DSL,Yes,No,No,No,No,Yes,Mensual,1,Cheque Electrónico,65.85,2.195,902.25,0.0
0708-SJDIS,0.0,Femenino,0,0,0,34,1,Yes,DSL,No,No,No,Yes,Yes,No,Mensual,0,Cheque por Correo,65.0,2.1666666666666665,2157.5,0.0
0709-TVGUR,1.0,Femenino,1,0,0,9,1,Yes,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,74.55,2.485,622.9,0.0
0716-BQNDX,0.0,Masculino,1,0,0,57,1,Yes,Fibra Óptica,Yes,No,No,Yes,No,Yes,Bienal,0,Cheque Electrónico,93.75,3.125,5625.55,0.0
0719-SYFRB,1.0,Femenino,0,0,0,12,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Mensual,1,Cheque por Correo,61.65,2.055,713.75,0.0
0722-SVSFK,0.0,Femenino,0,0,0,7,1,No,Fibra Óptica,No,No,Yes,Yes,Yes,Yes,Mensual,1,Cheque Electrónico,100.4,3.3466666666666667,715.0,0.0
0722-TROQR,1.0,Femenino,1,0,0,4,1,Yes,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,74.9,2.496666666666667,321.75,0.0
0723-DRCLG,1.0,Femenino,1,1,0,1,1,Yes,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,74.45,2.481666666666667,74.45,0.0
0723-FDLAY,0.0,Masculino,0,0,0,44,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Anual,1,Transferencia Bancaria,85.25,2.841666666666667,3704.15,0.0
0723-VSOBE,0.0,Femenino,1,0,0,45,0,No phone service,DSL,No,No,No,No,No,Yes,Anual,0,Cheque Electrónico,34.2,1.1400000000000001,1596.6,0.0
0725-CXOTM,0.0,Femenino,0,0,0,36,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Anual,1,Tarjeta de Crédito,89.65,2.9883333333333337,3348.1,0.0
0727-BMPLR,1.0,Femenino,1,0,0,55,1,Yes,Fibra Óptica,No,No,Yes,No,Yes,Yes,Anual,1,Cheque Electrónico,100.0,3.3333333333333335,5509.3,0.0
0727-BNRLG,0.0,Masculino,0,0,0,69,1,Yes,Fibra Óptica,No,Yes,Yes,Yes,Yes,No,Bienal,1,Tarjeta de Crédito,97.65,3.2550000000000003,6743.55,0.0
0727-IWKVK,1.0,Masculino,0,1,0,9,1,No,Fibra Óptica,No,Yes,Yes,No,No,No,Mensual,1,Cheque Electrónico,79.9,2.6633333333333336,741.7,0.0
0730-BGQGF,0.0,Masculino,0,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,0,Tarjeta de Crédito,90.3,3.01,6287.3,0.0
0730-KOAVE,0.0,Masculino,0,0,0,30,1,Yes,Fibra Óptica,Yes,Yes,No,No,No,Yes,Mensual,1,Tarjeta de Crédito,94.3,3.143333333333333,2679.7,0.0
0731-EBJQB,0.0,Femenino,0,1,1,52,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,1,Cheque Electrónico,20.4,0.6799999999999999,1090.65,0.0
0732-OCQOC,0.0,Femenino,0,1,1,52,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,1,Transferencia Bancaria,25.05,0.8350000000000001,1270.25,0.0
0733-VUNUW,1.0,Masculino,0,0,0,24,1,Yes,DSL,Yes,No,No,No,No,No,Mensual,1,Transferencia Bancaria,55.65,1.855,1400.55,0.0
0734-OXWBT,0.0,Masculino,0,0,1,3,1,No,DSL,No,No,No,Yes,Yes,Yes,Mensual,0,Cheque por Correo,70.7,2.356666666666667,225.65,0.0
0739-UUAJR,0.0,Femenino,0,1,1,72,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Bienal,1,Tarjeta de Crédito,53.8,1.7933333333333332,3952.45,0.0
0742-LAFQK,0.0,Masculino,0,1,0,72,1,Yes,Fibra Óptica,Yes,Yes,Yes,No,No,Yes,Bienal,1,Cheque Electrónico,99.15,3.305,7422.1,0.0
0742-MOABM,1.0,Masculino,0,1,0,4,1,No,DSL,No,No,No,Yes,No,No,Mensual,0,Cheque por Correo,50.05,1.6683333333333332,179.35,0.0
0742-NXBGR,1.0,Femenino,0,0,0,1,1,No,Fibra Óptica,No,Yes,Yes,No,No,No,Mensual,1,Cheque Electrónico,82.3,2.743333333333333,82.3,0.0
0743-HNPFG,0.0,Femenino,0,1,1,51,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Anual,1,Tarjeta de Crédito,69.75,2.325,3562.5,0.0
0743-HRVFF,0.0,Femenino,0,1,1,51,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Anual,1,Cheque Electrónico,56.15,1.8716666666666666,2898.95,0.0
0744-BIKKF,0.0,Masculino,0,0,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,0,Transferencia Bancaria,86.65,2.8883333333333336,6224.8,0.0
0744-GKNGE,0.0,Femenino,0,1,1,64,1,Yes,Fibra Óptica,Yes,No,No,Yes,No,No,Mensual,1,Transferencia Bancaria,86.8,2.893333333333333,5327.25,0.0
0746-JTRFU,1.0,Masculino,0,0,0,2,0,No phone service,DSL,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,25.05,0.8350000000000001,56.35,0.0
0748-RDGGM,1.0,Masculino,0,1,0,70,1,No,Fibra Óptica,Yes,Yes,Yes,Yes,Yes,Yes,Anual,1,Transferencia Bancaria,109.5,3.65,7534.65,0.0
0749-IRGQE,0.0,Femenino,1,1,0,13,0,No phone service,DSL,No,No,No,No,Yes,Yes,Mensual,0,Cheque Electrónico,45.3,1.51,528.45,0.0
0750-EBAIU,0.0,Masculino,0,0,0,52,1,No,Fibra Óptica,Yes,No,Yes,No,Yes,No,Anual,0,Cheque Electrónico,91.25,3.0416666666666665,4738.3,0.0
0750-EKNGL,0.0,Masculino,0,0,0,7,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,20.75,0.6916666666666667,141.1,0.0
0754-EEBDC,0.0,Masculino,0,1,1,4,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Cheque por Correo,19.9,0.6633333333333333,76.65,0.0
0754-UKWQP,1.0,Masculino,0,0,0,2,1,No,Fibra Óptica,No,No,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,95.85,3.195,197.7,0.0
0756-MPZRL,0.0,Masculino,0,0,0,46,0,No phone service,DSL,No,No,Yes,Yes,No,No,Anual,0,Tarjeta de Crédito,33.7,1.1233333333333335,1537.85,0.0
0757-WCUUZ,0.0,Masculino,0,1,1,54,1,Yes,DSL,No,No,Yes,No,No,Yes,Bienal,0,Tarjeta de Crédito,63.35,2.111666666666667,3409.1,0.0
0761-AETCS,1.0,Femenino,0,0,0,1,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque Electrónico,19.3,0.6433333333333333,19.3,0.0
0769-MURVM,0.0,Femenino,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,0,Transferencia Bancaria,65.7,2.19,4575.35,0.0
0769-WXZYU,,Masculino,0,0,0,34,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Transferencia Bancaria,26.1,0.87,980.35,0.0
0771-CHWSK,0.0,Masculino,0,0,0,66,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Bienal,1,Tarjeta de Crédito,74.6,2.4866666666666664,4798.4,0.0
0771-WLCLA,0.0,Femenino,0,1,1,16,1,Yes,Fibra Óptica,Yes,No,Yes,Yes,Yes,Yes,Mensual,1,Cheque Electrónico,112.95,3.765,1882.55,0.0
0772-GYEQQ,1.0,Masculino,0,0,0,3,1,No,Fibra Óptica,No,No,Yes,Yes,Yes,No,Mensual,1,Cheque por Correo,88.35,2.945,262.05,0.0
0774-IFUVM,0.0,Masculino,0,1,1,11,1,Yes,DSL,Yes,No,No,No,Yes,No,Mensual,1,Transferencia Bancaria,65.15,2.171666666666667,723.35,0.0
0774-RMNUW,0.0,Femenino,0,1,1,71,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Bienal,0,Transferencia Bancaria,59.7,1.99,4122.65,0.0
0778-NELLA,1.0,Masculino,0,0,0,9,0,No phone service,DSL,No,No,No,No,Yes,No,Mensual,1,Tarjeta de Crédito,34.7,1.1566666666666667,296.1,0.0
0780-XNZFN,0.0,Masculino,0,0,0,57,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Transferencia Bancaria,20.65,0.6883333333333332,1125.6,0.0
0781-LKXBR,1.0,Masculino,1,0,0,9,1,Yes,Fibra Óptica,No,No,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,100.5,3.35,918.6,0.0
0784-GTUUK,0.0,Masculino,0,1,0,62,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,1,Tarjeta de Crédito,23.75,0.7916666666666666,1446.8,0.0
0784-ZQJZX,0.0,Masculino,0,0,1,72,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,19.9,0.6633333333333333,1529.65,0.0
0786-IVLAW,0.0,Femenino,1,0,0,66,1,Yes,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Anual,0,Transferencia Bancaria,108.1,3.603333333333333,7238.6,0.0
0786-VSSUD,1.0,Masculino,1,0,0,16,0,No phone service,DSL,No,Yes,No,No,Yes,No,Mensual,1,Cheque por Correo,39.0,1.3,679.85,0.0
0787-LHDYT,0.0,Masculino,0,0,0,16,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,1,Tarjeta de Crédito,20.6,0.6866666666666668,330.25,0.0
0788-DXBFY,0.0,Masculino,0,1,1,58,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,1,Cheque Electrónico,19.55,0.6516666666666667,1108.8,0.0
0793-TWELN,0.0,Femenino,0,0,0,4,1,Yes,Fibra Óptica,Yes,No,No,No,No,No,Mensual,1,Cheque Electrónico,80.15,2.671666666666667,319.85,0.0
0794-YVSGE,0.0,Masculino,0,1,1,72,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Transferencia Bancaria,20.3,0.6766666666666666,1401.15,0.0
0795-GMVQO,0.0,Masculino,0,1,0,67,1,Yes,Fibra Óptica,Yes,Yes,Yes,No,Yes,Yes,Anual,0,Tarjeta de Crédito,109.9,3.6633333333333336,7332.4,0.0
0795-LAFGP,0.0,Masculino,0,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,0,Cheque Electrónico,90.4,3.0133333333333336,6668.05,0.0
0795-XCCTE,0.0,Masculino,1,0,0,72,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Transferencia Bancaria,25.4,0.8466666666666666,1809.35,0.0
0799-DDIHE,0.0,Femenino,0,1,1,15,1,No,DSL,No,No,No,No,No,No,Mensual,0,Cheque Electrónico,46.3,1.5433333333333332,639.45,0.0
0804-XBFBV,0.0,Femenino,0,0,1,11,0,No phone service,DSL,No,No,No,No,No,No,Mensual,0,Cheque Electrónico,25.2,0.84,321.05,0.0
0804-YGEQV,0.0,Femenino,0,1,1,43,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,1,Transferencia Bancaria,24.45,0.815,993.15,0.0
0807-ZABDG,1.0,Femenino,0,0,1,3,1,No,DSL,Yes,No,No,Yes,No,No,Mensual,1,Cheque por Correo,55.1,1.8366666666666667,154.65,0.0
0810-BDHAW,0.0,Femenino,0,1,1,24,1,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Anual,0,Cheque Electrónico,78.4,2.6133333333333337,1832.4,0.0
0810-DHDBD,0.0,Femenino,0,0,0,52,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Anual,0,Tarjeta de Crédito,74.0,2.466666666666667,3877.65,0.0
0811-GSDTP,0.0,Femenino,0,0,1,13,0,No phone service,DSL,No,Yes,No,No,No,No,Mensual,0,Cheque Electrónico,30.15,1.005,382.2,0.0
0812-WUPTB,1.0,Masculino,1,1,0,1,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,0,Cheque por Correo,70.85,2.3616666666666664,70.85,0.0
0813-TAXXS,0.0,Masculino,0,0,0,55,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Bienal,1,Transferencia Bancaria,77.8,2.5933333333333333,4323.35,0.0
0815-MFZGM,0.0,Femenino,0,1,0,42,1,No,Fibra Óptica,No,No,Yes,Yes,Yes,Yes,Bienal,1,Tarjeta de Crédito,99.0,3.3,4135.0,0.0
0816-TSPHQ,0.0,Masculino,0,0,0,2,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,20.75,0.6916666666666667,44.2,0.0
0817-HSUSE,0.0,Masculino,0,0,0,1,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Mensual,1,Cheque Electrónico,75.5,2.5166666666666666,75.5,0.0
0818-OCPZO,1.0,Masculino,1,0,0,27,1,Yes,Fibra Óptica,No,Yes,No,No,No,No,Mensual,1,Cheque Electrónico,81.45,2.7150000000000003,2122.05,0.0
0820-FNRNX,0.0,Masculino,0,1,1,17,1,Yes,DSL,No,Yes,Yes,Yes,No,No,Mensual,1,Cheque por Correo,66.7,2.2233333333333336,1077.05,0.0
0822-GAVAP,1.0,Femenino,0,0,0,2,0,No phone service,DSL,No,No,No,No,No,Yes,Mensual,1,Cheque Electrónico,34.7,1.1566666666666667,62.25,0.0
0822-QGCXA,0.0,Femenino,1,1,0,27,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Mensual,0,Cheque Electrónico,83.85,2.795,2310.2,0.0
0823-HSCDJ,1.0,Masculino,1,0,0,52,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,49.15,1.6383333333333332,2550.9,0.0
0824-VWDPO,0.0,Femenino,0,0,0,45,1,Yes,Fibra Óptica,Yes,Yes,No,No,No,Yes,Anual,0,Transferencia Bancaria,96.75,3.225,4442.75,0.0
0825-CPPQH,0.0,Femenino,0,1,0,71,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,19.1,0.6366666666666667,1372.45,0.0
0827-ITJPH,0.0,Masculino,0,0,0,36,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,1,Tarjeta de Crédito,18.55,0.6183333333333334,689.0,0.0
0829-DDVLK,0.0,Femenino,0,0,0,15,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Tarjeta de Crédito,20.1,0.67,302.45,0.0
0829-XXPLX,0.0,Femenino,0,0,0,20,1,No,Fibra Óptica,Yes,No,Yes,No,Yes,No,Mensual,1,Transferencia Bancaria,89.4,2.98,1871.15,0.0
0831-JNISG,0.0,Masculino,0,1,1,71,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Cheque por Correo,19.8,0.66,1396.25,0.0
0835-DUUIQ,0.0,Femenino,0,0,1,24,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Transferencia Bancaria,21.05,0.7016666666666667,531.55,0.0
0835-JKADZ,0.0,Femenino,0,0,0,71,1,Yes,Fibra Óptica,No,Yes,Yes,Yes,Yes,Yes,Bienal,1,Cheque Electrónico,111.25,3.7083333333333335,7984.15,0.0
0836-SEYLU,1.0,Masculino,0,1,0,9,0,No phone service,DSL,No,No,No,Yes,Yes,No,Mensual,0,Cheque por Correo,40.65,1.355,328.95,0.0
0839-JTCUD,0.0,Femenino,0,1,1,66,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,0,Tarjeta de Crédito,89.9,2.996666666666667,5958.85,0.0
0839-QNXME,0.0,Femenino,0,0,0,30,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,19.4,0.6466666666666666,578.5,0.0
0840-DCNZE,0.0,Masculino,0,0,0,47,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Anual,1,Transferencia Bancaria,86.95,2.8983333333333334,4138.9,0.0
0840-DFEZH,0.0,Femenino,0,0,0,7,1,Yes,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,75.35,2.5116666666666663,564.65,0.0
0840-JCCUW,,Femenino,0,1,0,2,1,No,DSL,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,45.0,1.5,89.75,0.0
0841-NULXI,1.0,Masculino,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,Yes,Mensual,1,Cheque Electrónico,35.55,1.1849999999999998,35.55,0.0
0842-IWYCP,0.0,Femenino,0,0,0,46,1,No,DSL,No,No,No,No,No,No,Mensual,0,Transferencia Bancaria,44.95,1.4983333333333335,2168.9,0.0
0843-WTBXE,1.0,Masculino,0,0,0,53,1,Yes,Fibra Óptica,No,No,No,No,Yes,No,Mensual,0,Transferencia Bancaria,85.45,2.8483333333333336,4517.25,0.0
0847-HGRML,0.0,Masculino,0,0,1,62,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Transferencia Bancaria,20.0,0.6666666666666666,1250.1,0.0
0848-SOMKO,0.0,Masculino,0,0,0,70,0,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Bienal,0,Transferencia Bancaria,48.4,1.6133333333333333,3442.8,0.0
0848-ZGQIJ,0.0,Femenino,0,1,0,16,1,No,Fibra Óptica,No,Yes,No,No,Yes,Yes,Mensual,1,Transferencia Bancaria,94.65,3.1550000000000002,1461.15,0.0
0851-DFJKB,0.0,Femenino,0,0,0,15,1,No,DSL,Yes,No,Yes,Yes,No,No,Mensual,0,Cheque Electrónico,58.95,1.965,955.15,0.0
0853-NWIFK,0.0,Femenino,0,0,0,45,1,No,Fibra Óptica,Yes,Yes,No,No,Yes,Yes,Anual,1,Cheque Electrónico,100.3,3.3433333333333333,4483.95,0.0
0853-TWRVK,0.0,Masculino,0,1,0,72,1,Yes,Fibra Óptica,Yes,Yes,Yes,Yes,No,Yes,Bienal,0,Transferencia Bancaria,105.6,3.52,7581.5,0.0
0854-UYHZD,0.0,Femenino,0,1,1,13,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Cheque por Correo,19.55,0.6516666666666667,265.3,0.0
0856-NAOES,0.0,Masculino,0,0,0,6,1,No,DSL,No,No,Yes,No,Yes,No,Mensual,0,Cheque por Correo,60.9,2.03,414.1,0.0
0859-YGKFW,0.0,Masculino,0,1,1,18,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Transferencia Bancaria,20.05,0.6683333333333333,345.9,0.0
0862-PRCBS,0.0,Femenino,0,1,1,68,1,Yes,Fibra Óptica,No,Yes,No,Yes,Yes,Yes,Bienal,1,Tarjeta de Crédito,103.75,3.4583333333333335,7039.45,0.0
0864-FVJNJ,0.0,Femenino,0,1,1,64,1,Yes,Fibra Óptica,Yes,Yes,Yes,Yes,Yes,Yes,Anual,0,Cheque Electrónico,113.35,3.7783333333333333,7222.75,0.0
0866-QLSIR,1.0,Femenino,0,0,0,34,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Anual,1,Cheque por Correo,64.4,2.146666666666667,2088.75,0.0
0867-LDTTC,0.0,Masculino,0,0,0,5,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Mensual,0,Transferencia Bancaria,75.15,2.5050000000000003,392.65,0.0
0867-MKZVY,1.0,Femenino,0,1,0,20,1,Yes,Fibra Óptica,Yes,No,No,No,No,No,Mensual,0,Cheque Electrónico,82.4,2.746666666666667,1592.35,0.0
0868-VJRDR,0.0,Masculino,0,1,0,64,1,No,Fibra Óptica,Yes,Yes,No,Yes,Yes,Yes,Bienal,1,Tarjeta de Crédito,104.05,3.4683333333333333,6605.55,0.0
0869-PAPRP,0.0,Femenino,1,1,0,26,1,No,Fibra Óptica,No,No,Yes,No,Yes,No,Mensual,1,Tarjeta de Crédito,85.7,2.856666666666667,2067.0,0.0
0870-VEMYL,1.0,Femenino,0,0,0,5,1,No,DSL,Yes,No,No,Yes,No,No,Mensual,0,Tarjeta de Crédito,53.85,1.7950000000000002,259.8,0.0
0871-OPBXW,0.0,Femenino,0,0,0,2,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,1,Cheque por Correo,20.05,0.6683333333333333,39.25,0.0
0871-URUWO,1.0,Masculino,0,1,0,13,1,Yes,Fibra Óptica,No,No,Yes,No,Yes,Yes,Mensual,1,Tarjeta de Crédito,102.25,3.408333333333333,1359.0,0.0
0872-CASZJ,0.0,Masculino,0,1,0,59,1,Yes,DSL,Yes,No,No,Yes,No,Yes,Anual,1,Cheque por Correo,69.1,2.3033333333333332,4096.9,0.0
0872-JCPIB,0.0,Masculino,0,0,0,17,1,Yes,DSL,Yes,No,No,No,No,Yes,Mensual,0,Transferencia Bancaria,65.75,2.191666666666667,1111.2,0.0
0872-NXJYS,1.0,Femenino,0,0,0,9,1,No,Fibra Óptica,No,No,No,No,No,Yes,Mensual,1,Cheque Electrónico,79.55,2.6516666666666664,723.4,0.0
0875-CABNR,1.0,Femenino,1,0,0,10,1,No,Fibra Óptica,No,No,Yes,No,No,Yes,Mensual,1,Tarjeta de Crédito,84.6,2.82,865.55,0.0
0876-WDUUZ,1.0,Femenino,0,0,0,5,1,No,Fibra Óptica,No,No,No,Yes,No,Yes,Mensual,1,Tarjeta de Crédito,85.4,2.8466666666666667,425.9,0.0
0877-SDMBN,1.0,Femenino,0,0,0,54,1,Yes,Fibra Óptica,Yes,No,Yes,No,Yes,Yes,Anual,1,Transferencia Bancaria,103.95,3.4650000000000003,5639.05,0.0
0880-FVFWF,0.0,Masculino,0,0,0,56,1,Yes,Fibra Óptica,Yes,Yes,No,No,No,No,Mensual,1,Cheque Electrónico,86.4,2.8800000000000003,4922.4,0.0
0880-TKATG,1.0,Masculino,0,1,1,4,1,Yes,Fibra Óptica,No,No,Yes,No,Yes,Yes,Mensual,0,Cheque Electrónico,101.15,3.371666666666667,385.9,0.0
